video_name,actions
MPH112_00034_01, 27-76 1 turning around; 82-142 0 [11 0] walking alongside the bed on the left hand side with head facing backward; 183-220 7 [1 3] [11 0] extending left hand towards the wall while standing near the bed;221-240 33 [1 5] lowering hand extended to the wall; 246-307 26 [7 6] bending over small cabinet placed on the left hand side with hands placed on the nightstand; 308-351 19 [13 2] straightening up from bending position over nightstand;356-421 26 [11 6] bending down over the bed on the left hand side; 422-446 19 [11 2] straightening up from bending position over the left hand side bed; 452-471 0 [11 0] walking a small distance along the left hand side bed; 472-493 1 turning around away from the camera;494-827 0 [11 0] walking away from the camera along the bed towards the wall; 528-613 7 [1 3] extending left hand towards the painting on the wall; 528-613 26 [11 6] bending slightly over the bed towards the wall at the back; 614-636 33 [1 5] lowering hand that was extended towards painting on the wall; 614-636 19 [11 2] straightening up from slightly bending down position over bed towards a painting on the wall; 652-668 0 walking along the bed with head facing forward towards the camera;669-715 turning around 180 degrees away from the camera;715-764 0 [11 0] walking along bed with head facing backward towards the wall;763-862 15 [13 4] climbing the nightstand next to the bed on the left hand side; 857-912 8 raising and extending both hands to both sides;913-950 20 [13 7] climbing down the nightstand by jumping off of the nightstand;963-983 21 lowering both hands that were raised and extended to both sides;990-1047 3 [11 1] sitting down on the bed on the left hand side;1048-1320 11 [11 1] going from sitting down to lying down on the bed on the left hand side and staying in laying down position;1321-1401 13 [11 2] going from lying position in bed to sitting down in bed; 1401-1432 6 [11 2] going from sitting down on bed to standing up;1480-1570 [11 7] 20 climbing the bed on the left hand side with both hands raised to the side;1571-1702 27 [11 1]jumping up and down on the bed;1703-1725 20 [11 7] climbing down off of the bed by jumping down;1730-1755 19 straightening up from bending position;1763-1787 21 lowering both hands that were raised on both sides
MPH112_00150_01, 34-73 1 [11 0] turning 90 degrees in front of the bed;86-153 0 [11 1] walking along bed away from the camera with head facing to the side and then to the back;156-206 3 [11 1] sitting down on the bed on the left hand side;515-700 11 [11 1] going from sitting down on the bed on the left hand side to lying down; 701-780 13 [11 1] going from lying down to sitting position on the bed;781-818 6 [11 2] getting up from sitting position on the bed; 828-845 26 [8 3] bending down towards chair to pick up a pillow; 846-876 19 straightening up from bending position;900-947 26 [11 6] [8 8] bendig down over the bed to place down a pillow;900-922 10 [11 1] [8 8] placing a pillow down over the bed;958-975 19 straightening up from bending position; 988-1018 3 [11 1] sitting down on the bed; 1019-1166 11 [11 1] lying down on the bed; 1167-1223 13 [11 2] getting up from lying position on the bed;1259-1393 26 [11 6] bending down over bed to make up the bed;1394-1414 19 [11 2] straightening up from bending position;1420-1476 1 turning around near the bed towards the wall; 1484-1511 26 [11 6] [8 8] bending down over the bed to pick up the pillow;1512-1538 19 [11 2] [8 8] picking up the pillow off the bed and straightening up;1539-1577 0 [3 3] [8 8] walking towards chair while carring a pillow; 1580-1632 26 [3 6] [8 8] bending down to place pillow over chair; 1633-1670 19 straightening up from bending position;1680-1728 0 [11 0] walking along the beds ends
MPH112_00151_01,118-167 3 [11 1] sitting down on the bed; 290-391  11 [11 1] going from seated on bed to lying down;783-863 going from seated down on bed to lying down face down 11 [11 1];864-1000 doing push-ups on bed;1165-1239 0 [11 0] walking along bed face facing forward towards the camera 
MPH112_00157_01, 23-55 1 turning around; 56-145 0 [11 0] walking along bed face facing back away from the camera; 66-109 8 raising both hands to stretch while walking;156-225 26 [1 3] bending down slightly and extending hand to reach for the switch and turn off the light; 160-210 7 [1 3] 156-225 extending hand toward the switch to turn off the light;229-287 3 [11 1] sitting down on the bed;287-339 11 [11 1] lying down on bed with head raised while reading;340-600 17 [11 1] reading book while lying down on bed and head raised;620-683 13 [11 2] getting up from lying position on the bed;708-750 6 [11 2] standing up from sitting position on the bed;751-782 0 [11 0] walking along bed towards the camera;783-817 26 [3 9] bending down to look under the chair;822-851 19 straightening up from bending position to a half-way bending position;946-970 19 straightening up from bending position;971-1017 0 [11 0] walking away from the camera along the bed on the left hand side;1017-1042 7 [1 3] extending the left hand towards the switch on the wall;1055-1100 0 [11 0] walking along bed towards the camera; 1094-1130 1 turning around 180 degrees away from the camera;1131-1162 0 [11 0] walking along bed away from the camera;1165-1186 26 [1 3] bending down slightly to switch on the light;1165-1188 7 [1 3] extending hand to reach for the switch and turn off the light;1210-1240 0 [1 0] walking along the bed toward the camera
MPH112_00169_01, 1064-1141 1 turning around several times
N0SittingBooth_03301_01, 19-38 1 turning around 90 degrees; 48-96 0 [34 3] walking to the right towards a four seater; 109-164 3 [34 1] sitting down on the right backseater face facing forward,165-193 4 [5 1] reaching for the notebook on table; 205-265 5 [5 1] grabbing a pen and writing on the notebook;325-364 6 [34 2] standing up from sitting position on the fourseater at the back;637-450 0 [34 0] walking along the fourseaters from riht hand side to the left;451-525 3 [34 1] sitting down in the fourseater in the middle; 570-648 25 [5 1] drumming hands on table;673-710 7 [28 3] extending raising the left hand towards the lamp above the table; 698-727 6 [34 2] standing up from sitting position while touching lamp above the table;710-727 33 lowering the left hand; 800-870 0 [34 0] walking near the four seater; 880-931 3 [34 1] sitting down at fourseater on the right with legs facing outward;1000-1025 6 [34 2]  getting up from sitting position at the four seater; 1028-1066 0 walking towards the camera
N0Sofa_00145_01,120-560 0 walking around the entire scene;580-660 3 [10 1] sitting down on the black sofa on the far right end;802-864 12 [10 1] crossing legs while being seated in the sofa; 850-884 8 [10 1] raising both hands on the sides on the sofa;908-925 1 [10 1] turning 90 degrees to the left while facing the camera while being seated;972-1006 2 turning head 180 degrees from left to right while being seated;1023-1054 28 uncrossings legs while sitting on the black sofa on the right;1064-1095 4 [5 1] reaching for something on the coffe table in front of the sofa using the right hand;1138-1182 3 [10 1] [5 0] sitting down in front of the coffee table;1232-1320 4 [5 1] reaching for a mug on the coffee table in directly in front while sitting;1329-1452 42 stirring inside a mug;1454-1504 34 [10 1] drinking from a mug whie sitting on the black sofa; 1516-1560 10 [5 1] placing mug back on the table; 1581-1620 picking up pen off the coffee table directly in front;1666-1712 4 [5 1] reaching for mobile phone on the coffee table using the right hand; 1745-1880 29 speaking on mobile phone with the phone placed on the right ear;1936-1982 4 [5 1] placing mobile phone back on the coffee table using both hands;1987-2011 6 [10 2] standing up from sitting position on the black sofa;2030-2052 1 turning 90 degrees in front of the sofa at the corner
N3Library_03301_01,40-66 1 turning around 180 degrees;89-149 0 [5 1] [3 3] walking around table and turning corner towards the chair at the head of the table;159-239 3 [3 1] [5 0] sitting down at the chair at the head of the table;310-351 6 [3 2] standing up from sitting position at chair at the head of the table;367-420 0 [5 0] [10 3] walking and turning corner at the head of the table towards the sofa; 421-483 3 [10 1] sitting down on the sofa on the far left end;481-520 8 [10 1] extending both hands on the back of the sofa;558-606 6 [10 2] standing up from sitting position on the sofa;610-652 1 turning around; 660-819 0 [5 0] walking around the table
N3Library_03301_02, 35-77 1 turning around, 78-157 0 [5 0] walking along table and sofa away from the camera head facing backward; 160-204 3 [10 1] sitting down on the sofa on the far left end;226-273 hand placed on cheeck with head resting on the hand;290-323 6 [10 2] getting up from sitting position on the sofa;330-382 walking around table corner;383-442 3 [3 1] [5 0] sitting down in the chair at the head of the table;490-528 6 [3 2] standing up from sitting position; 530-652 0 [5 0] walking around the table and turning corner
N3Library_03403_01, 62-92 4 [5 2] picking remote control off of the table while in standing position;93-108 1 turning around 90 degrees;152-190 10 [5 1] placing remote control back on the table while in standing position;181-228 1 turning around; 229-346 0 [5 0] walking around table and turning corner; 347-400 3 [10 1] sitting down on the arm of the sofa on the left end;428-459 6 [10 2] getting up from sitting position on the arm of the sofa;460-537 0 [28 3] walking towards standing lamp in a straight line along the table side;576-670 0 [5 0] walking along the table edge towards the camera with face facing forward
N3OpenArea_03301_01, 36-77 1 turning around 90 degrees; 78-109 0 [10 0] walking along sofa away from the camera with head backing backward;110-174 3 [10 1] sitting down on the sofa on the far end;184-195 4 [5 1] [10 0] reaching for laptop keyboard on coffee table in front of sofa;196-263 35 typing on laptop;252-276 4 [5 2] picking up cup off of the cofee table;277-326 34 drinking from a cup;329-351 10 [5 1] placing down cup on the cofee table;370-410 6 [10 2] getting up from sitting position on the sofa;470-540 0 [5 0] walking around the coffee table;550-601 3 [3 1] [5 0] sitting down on the chair near the coffee table;683-731 26 [5 6] bending down over coffee table while in sitting position;732-770 6 [3 2] [5 0] standing up from sitting position on small chair near the coffee table; 793-857 3 [10 1] sitting down on one seater sofa; 858-938 lifting left leg on the table in front; 938-970 lowering lifted leg that was placed on the chair;970-999 6 [10 2] getting up from sitting position;1000-1056 0 walking towards the camera
N3Office_00139_01,50-196 1 turning around 180 degrees;197-168 0 [9 3] walking away from the camera towards the window;164-198 4 [5 1] reaching for cup on computer desk while standing;199-261 34 drinking from cup with face facing backward to the camera;262-310 10 [5 1] placing down cup on the elevated monitor desk;369-410 1 turning around;480-524 4 [5 1] reaching for something placed on the table while standing up without bending using left hand;588-657 0 walking towards the camera face facing forward while inspecting something in hand; 670-725 1 turning around;726-790 0 [5 3] walking away from the camera head facing backward towards the table to place something back; 785-808 10 [5 1] placing something back down on table while standing up; 1025-1123 0 walking towards camera face facing forward;1129-1180 2 turning head backward;1220-1268 2 turning head forward
N3OpenArea_03403_01, 44-61 8 extending and raising both hands to the side while standing facing the camera;62-81 21 lowering extended raised hands on the side;82-108 1 turning slightly around; 102-125 0 [28 3] walking with face facing the camera towards the floor lamp; 103-129 7 [28 3] raising and extending left hand towards the floor lamp to touch it while standing;130-179 33 lowering left extended hand to the front back to the side;180-215 1 [10 0] turning 90 degrees around near the orange sofa;216-244 0 [10 0] walking along the orange sofa with head facing backward away from the camera;244-303 3 [10 0] sitting down on the sofa; 304-373 11 [10 1] going from sitting to lying down on the sofa while folding legs and learning back on the arm;335-366 32 [10 1]folding legs while lying down on sofa with the back leaning against the arm on the far end;379-410 unfolding crossed legs while lying down on sofa with back learning against the arm and placing the right leg on the floor; 410-441 lowering left leg onto the floor from lying position with head leaning against the sofa arm;442-495 6 [10 2] standing up from sitting position;496-574 0 [5 0][3 3] walking in the scene around the coffee table towards the big one seater sofa chair;543-595 7 [3 3] extending the right hand towards the one seater sofa while walking towards it; 596-622 33 lowering right extended hand towards one seater sofa back; 623-657 26 [5 3] bending towards the coffee table; 623-664 4 [5 1] reaching for a mug on the coffee table while in standing position; 658-685 19 [5 2] straightening up from bending position over coffee table;685-703 34 drinking from a mug;715-762 10 [5 1]  placing a mug back on the coffee table while in standing position;715-760 26 [5 6] bending down to place a mug back on the coffee table; 761-781 19 [5 2] straightening up from bending position over the coffee table to place something;787-872 0 walking towards the camera with face facing forward
Werkraum_03403_01, 210-240 8 extending and raising both hands to the side while standing facing the camera;241-293 21 lowering extended raised hands on the side;377-405 1 turning around 135 degrees; 403-437 0 [3 3] [5 0] walking towards the chair at the table on the right;438-524 3 [3 1] sitting on the chair at the table on the right with hands placed on the table;520-547 4 [5 1] reaching with the right hand towards table to pick up a pen;556-580 10 [5 1] placing pen down on the table;610-648 6 [3 2] standing up from sitting position in the right chair at the table; 650-712 0 [3 5] walking away from the chair with face facing forward;733-860 0 [5 5] walking along the table from right to left and turning a corner; 860-942 3 [3 1] [5 0] sitting down at the left chair at the table with hands placed on the table;980-1012 6 [3 2] [5 0] standing up from sitting position in the left chair at the table;1013-1100 0 [5 5] walking away from the chair on the left with face facing forwards towards the camera
Werkraum_03516_02, 243-264 21 lowering extended half-raised hands to the sides; 250-287 1 turning head 90 degrees around;  288-354 0 turning around around table corner while walking;288-377 0 [5 0] [3 3] walking along table towards black chair at the table on the left; 378-444 3 [3 1] [5 0] sitting down in a chair at the table on the left;446-465 7 [5 1] extending both hands to the front near the the laptop placed on the table; 544-645 6 [3 2] standing up from sitting position in a chair at the table on the left;645-740 0 [5 0] walking along the table and around the corner;735-811 14 raising the left hand towards the head to scratch it; 812-834 24 lowering hand that was raised to the head back to the side; 821-849 2 turning head to the right 90 degrees;850-879 2 turning head back so it is aligned with the rest of the body; 880-959 1 turning around 180 degrees away from the camera;960-984 26 [5 6] bending slightly over the table with face facing backward to lean on table;985-1008 19 straightening up from slightly bending position;1041-1095 0 [5 0] walking along the table and turning corner on the right side towards the black chair;1095-1166 3 [3 1] sitting down in the black chair at the table on the right side;1177-1220 4 [5 1] reaching with the left hand towards a mug placed on the table; 1221-1275 34 bring the mug to the mouth and drinking; 1276-1328 10 [5 1] placing the mug back on the table;1460-1453 6 [3 2] standing up from sitting position in the black chair at the table on the right;1547-1568 0 [5 5] walking away from the table towards the camera;1550-1607 14 raising the left hand while facing forward to the camera and waving it left and right in front; 1608-1631 33 lowering the left hand back to the side and walking; 1660-1700 0 walking in a diagonal line towards the camera 
