MPH11_03515_01, 40-62 turning around by 90 degrees from facing the camera to the side; 63-142 walking away from the camera towards the cabinet with head facing backward; 141-232 reaching for something on cabinet shelf while standing with head facing backward;235-311 bending slightly downward to look down while in standing position; 312-331 straightening up from slightly bending position; 325-342 turning slightly around to the left with head facing backward toward camera; 348-373 walking along desk towards the office chair; 389-422 sitting down in the office chair; 650-697 standing up from sitting position in the office chair; 701-724 walking for a few steps away from the office chair near the desk; 725-759 turning around; 760-830 walking near the desk around the office chair towards the cabinet attached to the desk on the left; 831-877 opening cabinet door on the left hand side; 877-929 closing cabinet door on the right hand side; 1056-1111 turning around and away from the cabinet on the left hand side; 1113-1157 walking away from the cabinet towards the sofa and looking at the paintings haned on the left side wall; 1213-1290 sitting down on sofa on the far end; 1350-1415 standing up from sitting position on sofa on the far end; 1416-1485 walking away from the sofa with head facing backward towards the desk; 1488-1574 bending slightly towards the desk on one side; 1575-1651 straightening up from a slight bending position over the desk;1651-1687 turning around towards the camera; 1682-1696 walking away from the desk towards the wall while facing the camera; 1697-1780 bending down to pick a toolbox off of the floor; 1780-1809 straightening up from bending position near the wall; 1810-1840 turning 90 degrees around to walk towards the sofa; 1841-1870 walking towards the sofa nearer towards the camera


MPH16_00157_01, 108-174 walking towards the camera face facing forward; 175-207 turning around 180 degrees facing away from the camera;208-266 walking away from the camera head facing backward towards the office chair at the desk; 267-351 sitting down in the office chair; 417-515 laying head down on desk while being seated in the office chair; 516-550 lifting head off of the table; 560-609 getting up from sitting position in office chair;623-737 bending slightly downward to pick up something off of the desk; 738-768 reaching for the phone handle on the desk while in standing position; 769-913 talking on a landline phone placed on a desk while standing;914-980 placing phone handle back on the desk while standing;944-989  bending slightly down to put something down on the desk;990-1010 straightening up from bending position while turning around; 1005-1045 turning around towards the opposite side; 1048-1061 turning head around to face the camera;1062-1121 turning around 90 degrees to the left;1137-1200 walking near the desk towards the cabinet on the left; 1201-1272 bending head over cabinet with right hand placed on the desk; 1273-1302 straightening up from bending position;1313-1360 walking away from the desk towards the bed;1361-1410 sitting down on the bed on the far end; 1415-1462 crossing legs while sitting on the bed; 1463-1494 uncrossing legs while being seated on the bed; 1495-1570 crossing legs while sitting on bed on the far end; 1571-1587 uncrossing legs while being seated on the bed;1590-1622 folding legs while being seated on the bed; 1623-1647 unfolding legs while being seated on the bed; 1650-1680 getting up from sitting position on the bed


MPH112_00034_01, 27-76 turning around; 82-142 walking alongside the bed on the left hand side with head facing backward; 183-220 extending left hand towards the wall while standing near the bed;221-240 lowering hand extended to the wall; 246-307 bending over small cabinet placed on the left hand side with hands placed on the nightstand; 308-351 straightening up from bending position over nightstand;356-421 bending down over the bed on the left hand side; 422-446 straightening up from bending position over the left hand side bed; 452-471 walking a small distance along the left hand side bed; 472-493 turning around away from the camera;494-827 walking away from the camera along the bed towards the wall; 528-613 extending left hand towards the painting on the wall; 528-613 bending slightly over the bed towards the wall at the back; 614-636 lowering hand that was extended towards painting on the wall; 614-636 straightening up from slightly bending down position over bed towards paining on the wall;652-668 walking along the bed with head facing forward towards the camera;669-715 turning around 180 degrees away from the camera;715-764 walking along bed with head facing backward towards the wall;763-862 climbing the nightstand next to the bed on the left hand side; 857-912 raising and extending both hands to both sides;913-950 climbing down the nightstand by jumping off of the nightstand;963-983 lowering both hands that were raised and extended to both sides;990-1047 sitting down on the bed on the left hand side;1048-1320 going from sitting down to lying down on the bed on the left hand side and staying in laying down position;1321-1401 going from lying position in bed to sitting down in bed; 1401-1432 going from sitting down on bed to standing up;1480-1570 climbing the bed on the left hand side with both hands raised to the side;1571-1702 jumping up and down on the bed;1703-1725 climbing down off of the bed by jumping down;1730-1755 straightening up from bending position;1763- 1787 lowering both hands that were raised on both sides

MPH112_00150_01, 34-73 turning 90 degrees in front of the bed;86-153 walking along bed away from the camera with head facing to the side and then to the back;156-206 sitting down on the bed on the left hand side;515-700 going from sitting down on the bed on the left hand side to lying down; 701-780 going from lying down to sitting position on the bed;781-818 getting up from sitting position on the bed;828-845 bending down towards chair to pick up a pillow; 846-876 straightening up from bending position;900-947 being down over the bed to place down a pillow;900-922 placing a pillow down over the bed;958-975 straightening up from bending position; 988-1018 sitting down on the bed; 1019-1166 lying down on the bed; 1167-1223 getting up from lying position on the bed;1259-1393 bending down over bed to make it up;1394-1414 straightening up from bending position;1420-1476 turning around near the bed towards the wall; 1484-1511 bending down over the bed to pick up the pillow;1512-1538 picking up the pillow off the bed and straightening up;1539-1577 walking towards chair while carring a pillow; 1580-1632 bending down to place pillow over chair; 1633-1670 straightening up from bending position;1680-1728 walking along the beds ends; 

MPH112_00151_01; 118-167 sitting down on the bed; 290-391 going from seated on bed to lying down;783-863 going from seated down on bed to lying down face down;864-1000 doing push-ups on bed;1165-1239 walking along bed face facing forward towards the camera 


MPH112_00157_01, 23-55 turning around; 56-145 walking along bed face facing back away from the camera; 66-109 raising both hands to stretch while walking;156-225 bending down slightly and extending hand to reach for the switch and turn off the light;160-210 extending hand toward the switch to turn off the light;229-287 sitting down on the bed;287-339 lying down on bed with head raised while reading;340-600 reading book while lying down on bed and head raised;620-683 getting up from lying position on the bed;708-750 standing up from sitting position on the bed;751-782 walking along bed towards the camera;783-817 bending down to look under the chair;822-851 straightening up from bending position to a half-way bending position;946-970 straightening up from bending position;971-1017 walking away from the camera along the bed on the left hand side;1017-1042 extending the left hand towards the switch on the wall;1055-1100 walking along bed towards the camera; 1094-1130 turning around 180 degrees away from the camera;1131-1162 walking along bed away from the camera;1165-1186 bending down slightly to switch on the light;1165-1188 extending hand to reach for the switch and turn off the light;1210-1240 walking along the bed toward the camera


MPH112_00169_01, 1064-1141 turning around several times


N0SittingBooth_03301_01, 19-38 turning around 90 degrees; 48-96 walking to the right towards a four seater; 109-164 sitting down on the right backseater face facing forward,165-193 reaching for the notebook on table; 205-265 grabbing a pen and writing on the notebook;325-364 standing up from sitting position on the fourseater at the back;637-450 walking along the fourseaters from riht hand side to the left;451-525 sitting down in the fourseater in the middle; 570-648 drumming hands on table;673-710 raising the left hand towards the lamp above the table; 698-727 standing up from sitting position while touching lamp above the table;710-727 lowering the left hand; 800-870 walking near the four seater; 880-931 sitting down at fourseater on the right with legs facing outward;1000-1025 getting up from sitting position at the four seater; 1028-1066 walking towards the camera


N0Sofa_00145_01,120-560 walking around the scene;580-660 sitting down on the black sofa on the far right end;802-864 crossing legs; 850-884 raising both hands on the sides on the sofa;908-925 turning 90 degrees to the left while facing the camera while being seated;972-1006 turning head 180 degrees from left to right while being seated;1023-1054 uncrossings legs while sitting on the black sofa on the right;1064-1095 reaching for something on the coffe table in front of the sofa using the right hand;1138-1182 sitting down in front of the coffee table;1232-1320 reaching for a mug on the coffee table in directly in front while sitting;1329-1452 stirring inside a mug;1454-1504 drinking from a mug whie sitting on the black sofa; 1516-1560 placing mug back on the table; 1581-1620 picking up pen off the coffee table directly in front;1666-1712 reaching for mobile phone on the coffee table using the right hand; 1745-1880 speaking on mobile phone with the phone placed on the right ear;1936-1982 placing mobile phone back on the coffee table using both hands;1987-2011 standing from sitting position on the black sofa;2030-2052 turning 90 degrees in front of the sofa at the corner


N3Library_03301_01,40-66 turning around 180 degrees;89-149 walking around table and turning corner towards the chair at the head of the table;159-239 sitting down at the chair at the head of the table;310-351 standing up from sitting position at chair at the head of the table;367-420 walking and turning corner at the head of the table towards the sofa; 421-483 sitting down on the sofa on the far left end;481-520 extending both hands on the back of the sofa;558-606 standing up from sitting position on the sofa;610-652 turning around; 660-819 walking around the table


N3Library_03301_02, 35-77 turning around, 78-157 walking along table and sofa away from the camera head facing backward; 160-204 sitting down on the sofa on the far left end;226-273 hand placed on cheeck with head leaning on the hand;290-323 getting up from sitting position on the sofa;330-382 walking around table corner;383-442 sitting down in the chair at the head of the table;490-528 standing up from sitting position; 530-652 walking around the table and turning corner



N3Library_03403_01, 62-92 picking remote control off of the table while in standing position;93-108 turning around 90 degrees;152-190 placing remote control back on the table while in standing position;181-228 turning around; 229-346 walking around table and turning corner; 347-400 sitting down on the arm of the sofa on the left end;428-459 getting up from sitting position on the arm of the sofa;460-537 walking towards standing lamp in a straight line along the table side;576-670 walking along the table edge towards the camera with face facing forward



N3OpenArea_03301_01, 36-77 turning around 90 degrees; 78-109 walking along sofa away from the camera with head backing backward;110-174 sitting down on the sofa on the far end;184-195 reaching for laptop keyboard on coffee table in front of sofa;196-263 typing on laptop;252-276 picking up cup from off the cofee table;277-326 drinking from a cup;329-351 placing down cup on the cofee table;370-410 getting up from sitting position on the sofa;470-540 walking around the coffee table;550-601 sitting down on the chair near the coffee table;683-731 bending down over coffee table while in sitting position;732-770 standing up from sitting position on small chair near the coffee table; 793-857 sitting down on one seater sofa; 858-938 lifting left leg on the table in front; 938-970 lowering lifted leg that was placed on the chair;970-999 getting up from sitting position;1000-1056 walking towards the camera


N3Office_00139_01,50-196 turning around 180 degrees;197-168 walking away from the camera towards the window;164-198 reaching for cup on computer desk while standing;199-261 drinking from cup with face facing backward to the camera;262-310 placing down cup on the elevated monitor desk;369-410 turning around;480-524 reaching for something placed on the table while standing up without bending using left hand;588-657 walking towards the camera face facing forward while inspecting something in hand; 670-725 turning around;726-790 walking away from the camera head facing backward towards the table to place something back; 785-808 placing something back down on table while standing up; 1025-1123 walking towards camera face facing forward;1129-1180 turning head backward;1220-1268 turning headforward


N3OpenArea_03403_01, 44-61 extending and raising both hands to the side while standing facing the camera;62-81 lowering extended raised hands on the side;82-108 turning slightly around; 102-125 walking with face side facing the camera towards the floor lamp; 103-129 raising and extending left hand towards the floor lamp to touch it while standing;130-179 lowering left extended hand to the front back to the side;180-215 turning 90 degrees around near the orange sofa;216-244 walking along the orange sofa with head facing backward away from the camera;244-303 sitting down on the sofa; 304-373 going from sitting to lying down on the sofa while folding legs and learning back on the arm;335-366 folding legs while lying down on sofa with the back leaning against the arm on the far end;379-410 unfolding crossed legs while lying down on sofa with back learning against the arm and placing the right leg on the floor; 410-441 lowering left leg onto the floor from lying position with head leaning against the sofa arm;442-495 standing up from sitting position;496-574 walking in the scene around the coffee table towards the big one seater sofa;543-595 extending the right hand towards the one seater sofa while walking towards it; 596-622 loweing right extended hand towards one seater sofa back; 623-657 bending towards the coffee table; 623-664 reaching for a mug on the coffee table while in standing position; 658-685 straightening up from bending position over coffee table;685-703 drinking from a mug;715-762 placing a mug back on the coffee table while in standing position;715-760 bending down to place a mug back on the coffee table; 761-781 straightening up from bending position over the coffee table to place something;787-872 walking towards the camera with face facing forward



Werkraum_03403_01, 210-240 extending and raising both hands to the side while standing facing the camera;241-293 lowering extended raised hands on the side;377-405 turning around 135 degrees; 403-437 walking towards the chair at the table on the right;438-524 sitting on the chair at the table on the right with hands placed on the table;520-547 reaching with the right hand towards table to pick up a pen;556-580 placing pen down on the table;610-648 standing up from sitting position in the right chair at the table; 650-712 walking away from the chair with face facing forward;733-860 walking along the table from right to left and turning a corner; 860-942 sitting down at the left chair at the table with hands placed on the table;980-1012 standing up from sitting position in the left chair at the table;1013-1100 walking away from the chair on the left with face facing forwards towards the camera


Werkraum_03516_02, 243-264 lowering extended half-raised hands to the sides; 250-287 turning head 90 degrees around;  288-354 turning around around table corner while walking;288-377 walking along table towards black chair at the table on the left; 378-444 sitting down in a chair at the table on the left;446-465 extending both hands to the front near the the laptop placed on the table; 544-645 standing up from sitting position in a chair at the table on the left;645-740 walking along the table and around the corner;735-811 raising the left hand towards the head to scratch it; 812-834 lowering hand that was raised to the head back to the side; 821-849 turning head to the right 90 degrees;850-879 turning head back so it is aligned with the rest of the body; 880-959 turning around 180 degrees away from the camera;960-984 bending slightly over the table with face facing backward to lean on table;985-1008 straightening up from slightly bending position;1041-1095 walking along the table and turning corner on the right side towards the black chair;1095-1166 sitting down in the black chair at the table on the right side;1177-1220 reaching with the left hand towards a mug placed on the table; 1221-1275 bring the mug to the mouth and drinking; 1276-1328 placing the mug back on the table;1460-1453 standing up from sitting position in the black chair at the table on the right;1547-1568 walking away from the table towards the camera;1550-1607 raising the left hand while facing forward to the camera and waving it left and right in front; 1608-1631 lowering the left hand back to the side and walking; 1660-1700 in a diagonal line towards the camera 


N0SittingBooth_00169_01, 26-67 turning around 90 degrees; 68-116 walking to the right towards the four seater on the right; 117-168 sitting down in the four seater on the right with hands placed on the table; 169-200 turning around while sitting in the four seater; 201-250 lying down on the four seater with legs placed on the floor; 273-332 getting from lying position while legs are placed on the floor; 334-371 getting up from sitting position on the four seater;372-462 walking near the four seater towards the fourseater on the left; 463-521 sitting down in the four seater; 556-604 turning around in the fourseater so legs are placed outside the fourseater; 605-636 crossing legs while sitting and legs are outside the four seater;641-671 uncrossing crossed legs;672-707 standing up from sitting position; 710-783 walking along the fourseaters; 912-955 walking along the fourseaters and towards the camera in a circle; 953-1000 kneeling down; 1001-1055 straightening up from kneeling position

N3OpenArea_00157_01, 56-116 turning around; 123-206 sitting down at small oneseater sofa nearer to the camera; 227-286 standing up from sitting position on the oneseater sofa;287-338 walking towards the backless seater;339-409 sitting down on the backless seater;403-426 raising both hands perpendicularly at the head level; 680-707 lowering hands that were raised perpendicularly; 840-889 standing up from sitting position in the oneseater facing the camera;903-948 walking towards the camera


N3Library_03375_02, 42-69 turning around; 70-130 walking around the table and turning corner towards the side; 123-144 bending down over table to grab papers;145- 169 straightening up from bending position after grabbing the papers off of the table; 186-205 turning around while walking; 213-235 turning around while walking;273-292 turning around near the table on the left;330-350 bending slightly to place papers on the table; 396-417 bending down to pick a cup off of the table; 396-420 reaching to pick up a cup off of the table; 421-464 bring cup to mouth to drink


N0SittingBooth_03403_01, 19-47 turning around in front of the right fourseater; 48-124 walking along the fourseaters towards the fourseater on the left; 125-191 sitting down in the fourseater on the left;189-224 reaching to pick up the bottle milk off of the table;  225-275 pouring milk into the cup while sitting; 280-310 placing the bottle milk back on the table while sitting;340-375 pouring milk from one cup to another placed on the table; 415-470 getting up from sitting position in the four seater on the left; 473-508 walking to the opposite side of the fourseater; 508-583 sitting down in the fourseater;592-626 drumming hands on the table while sitting in the fourseater; 636-703 standing up from sitting position in the four seater; 703-781 walking from the fourseater in the middle to the fourseter on the right; 782-860 sitting down in the fourseater on the right; 860-891 reaching for phone on the table and picking it up; 892-948 using mobile phone; 949-1038 speaking on the mobile phone; 1039-1073 putting the mobile phone back on the table after finish speaking;1073-1091 reaching for and grabbing the pen on the table; 1095-1133 pretending to write in the notebook on the table; 1134-1154 placing pen back on the table;1174-1254 standing up from the fourseater on the right



N3Office_03301_01,33-64 turning 90 degrees left towards the desk;  62-82 waling towards the desk; 83-142 sitting down in chair at the desk; 143-150 extending hand towards a computer keyboard on the desk; 151-290 typing on the desktop keyboard; 292-328 lifiting the lift hand towards chin and resting face on the hand; 337-392 typing on desktop keyboard; 401-430 reaching for the headphones on the desk; 453-510 wearing headphones;511-521 extending hands towards computer keyboard on the desk;522-571 typing on the desktop keyboard; 580-625 removing headphones; 613-640 placing headphones back on the desk; 650-685 reaching for a water glass on the desk; 695-779 bring glass to mouth and drinking; 779-830 placing glass back on the desk; 848-899 standing up from chair at the desk; 899-1002 walking away from the camera with head facing backward to the back of the room;1045-1106 reaching for something on a high table in front without bending down;  1173-1206 placing things back on the high table;1348-1384 turning around towards the standup desktop desk; 1385-1432 walking towards the standup desktop desk;1419-1442 extending hand towards desktop keyboard on the standup desk while standing; 1443-1558 typing on the desktop keyboard while standing;1897-1927 turning around to face away from the standup desktop desk;1928-2008 walking away from th standup desktop desk facing forward towards the camera


N3Office_00153_01, 104-178 explaining something on board; 251-369 pretending to erase board;  370-354 explaining something on board; 493-738 erasing board; 839-1133 drawing on the board; 1156-1413 explaining something on board; 1482-1514 turning around away from the board; 1515-1550 walking away from the board towards the deskk; 1551-1609 sitting in the chair at the desktop desk; 1658-1697 extending hands towards desktop keyboard while sitting at the desktop desk;1698-2013 pretending type on the desktop keyboard;1800-1820 turning head around 90 degrees while sitting;1850-1868 turning head back so it is aligned with the body;2031-2080 standing up from sitting position in the desk chair;2091-2109 turning around facing backward from the camera; 2110-2220 walking away from the desk away from the camera with head facing backward towards the standup desktop desk;2201-2266 sitting in the chair placed in front of the standup desk;2287-2321 extending hand towards the standup desktop desk while sitting to grab a cup; 2342-2378 extending hand towards the standup desktop desk while sitting to reach the desktop mouse; 2437-2474 standing up from sitting position in the chair at the back of the scene; 2512-2556 turning around near the window to face the camera;2608-2743 walking away from the window while passing between the standup desktop desk and the chair towards the high table on the opposite side;2743-2831 learning against the high table while standing and nearly without bending down;2905-3060 walking away from the high table towards the camera with face facing forward while avoiding the desk and the chair


Werkraum_03301_01, 166-189 turning around 90 degrees away from the camera; 173-259 walking along the table and turning corner away from the camera; 260-328 sitting down in chair at the table on the right side; 349-398 standing up from sitting position in a chair at the table on the right; 400-424 extending the right hand while standing at the table forwards table lamp in front; 425-443 lowering right hand that was extended to the front;460-482 turning around 90 degrees facing away from the table; 483-515 walking towards the open cabinet standing on the side wall; 496-537 extending the left hand in front towards the open cabinet; 538-558 lowering the left hand that extended towards the open cabinet; 556-654 walking away from the open cabinet along the table and turning corner towards the black chair on the left side; 641-673 turning around to face the camera nearly 180 degrees; 674-695 turning around 90 degrees sideways; 709-767 walking between the black chair and white sofa; 768-847 sitting down in the black chair chair placed at the table on the left side; 892-922 standing up from sitting position in the black chair at the table on the left side; 922-1040 walking and turning corner around the table 


